id_pedido,fecha,anio,mes,trimestre,id_cliente,id_producto,categoria,region,segmento,cantidad,precio_unit,descuento,ratio_costo,ingreso,costo,ganancia,margen,tasa_impuesto,ganancia_neta,margen_neto,nivel_pedido,es_atipico
1648,2023-08-14,2023,8,3,775,2021,Electrónica,Este,Mayorista,10,48.49,0.25,0.72,363.68,261.85,101.83,0.28,0.21,80.45,0.2212,Alto,0
1649,2023-02-09,2023,2,1,326,2179,Hogar,Norte,Online,19,429.68,0.15,0.482,6939.33,3344.76,3594.57,0.518,0.19,2911.6,0.4196,Premium,0
1650,2024-01-01,2024,1,1,758,2435,Ropa,Este,Corporativo,3,244.43,0.05,0.602,696.63,419.37,277.26,0.398,0.21,219.04,0.3144,Alto,0
1651,2023-05-27,2023,5,2,631,2366,Hogar,Oeste,Retail,14,419.39,0.1,0.526,5284.31,2779.55,2504.76,0.474,0.18,2053.9,0.3887,Premium,0
1652,2023-05-01,2023,5,2,540,2419,Electrónica,Centro,Corporativo,9,162.41,0.2,0.632,1169.35,739.03,430.32,0.368,0.19,348.56,0.2981,Premium,0
1653,2023-05-20,2023,5,2,501,2328,Electrónica,Este,Mayorista,9,172.73,0.25,0.598,1165.93,697.23,468.7,0.402,0.21,370.27,0.3176,Premium,0
1654,2023-06-21,2023,6,2,146,2230,Deportes,Centro,Online,6,377.04,0.25,0.723,1696.68,1226.7,469.98,0.277,0.19,380.68,0.2244,Premium,0
1655,2023-06-13,2023,6,2,332,2498,Belleza,Sur,Online,8,393.57,0.2,0.436,2518.85,1098.22,1420.63,0.564,0.19,1150.71,0.4568,Premium,0
1656,2023-10-04,2023,10,4,404,2402,Ropa,Sur,Mayorista,11,118.67,0.25,0.477,979.03,467.0,512.03,0.523,0.19,414.74,0.4236,Alto,0
1657,2023-02-11,2023,2,1,625,2037,Alimentos,Este,Online,8,486.57,0.1,0.668,3503.3,2340.2,1163.1,0.332,0.21,918.85,0.2623,Premium,0
1658,2023-03-12,2023,3,1,242,2069,Hogar,Centro,Mayorista,12,46.82,0.25,0.529,421.38,222.91,198.47,0.471,0.19,160.76,0.3815,Alto,0
1659,2023-03-19,2023,3,1,514,2115,Deportes,Sur,Corporativo,10,38.91,0.2,0.458,311.28,142.57,168.71,0.542,0.19,136.66,0.439,Alto,0
1660,2023-04-29,2023,4,2,612,2238,Hogar,Este,Online,4,299.77,0.0,0.576,1199.08,690.67,508.41,0.424,0.21,401.64,0.335,Premium,0
1661,2023-07-16,2023,7,3,472,2334,Hogar,Centro,Retail,16,362.76,0.25,0.628,4353.12,2733.76,1619.36,0.372,0.19,1311.68,0.3013,Premium,0
1662,2023-12-22,2023,12,4,665,2440,Alimentos,Este,Online,6,480.64,0.2,0.416,2307.07,959.74,1347.33,0.584,0.21,1064.39,0.4614,Premium,0
1663,2023-03-20,2023,3,1,358,2147,Ropa,Centro,Mayorista,9,205.45,0.0,0.502,1849.05,928.22,920.83,0.498,0.19,745.87,0.4034,Premium,0
1664,2023-12-28,2023,12,4,755,2008,Electrónica,Sur,Retail,5,17.52,0.25,0.683,65.7,44.87,20.83,0.317,0.19,16.87,0.2568,Medio,0
1665,2023-04-20,2023,4,2,570,2287,Libros,Este,Mayorista,6,303.43,0.25,0.582,1365.44,794.69,570.75,0.418,0.21,450.89,0.3302,Premium,0
1666,2023-02-02,2023,2,1,111,2387,Hogar,Sur,Online,17,148.4,0.2,0.412,2018.24,831.51,1186.73,0.588,0.19,961.25,0.4763,Premium,0
1667,2023-08-01,2023,8,3,429,2049,Libros,Este,Retail,17,219.31,0.15,0.499,3169.03,1581.35,1587.68,0.501,0.21,1254.27,0.3958,Premium,0
1668,2023-07-28,2023,7,3,457,2337,Ropa,Norte,Retail,13,246.79,0.15,0.624,2727.03,1701.67,1025.36,0.376,0.19,830.54,0.3046,Premium,0
1669,2023-06-19,2023,6,2,507,2004,Libros,Sur,Online,17,36.93,0.05,0.47,596.42,280.32,316.1,0.53,0.19,256.04,0.4293,Alto,0
1670,2023-10-05,2023,10,4,767,2403,Hogar,Sur,Retail,14,245.56,0.15,0.69,2922.16,2016.29,905.87,0.31,0.19,733.75,0.2511,Premium,0
1671,2023-08-27,2023,8,3,472,2342,Alimentos,Oeste,Corporativo,2,216.03,0.1,0.637,388.85,247.7,141.15,0.363,0.18,115.74,0.2976,Alto,0
1672,2023-08-01,2023,8,3,107,2125,Libros,Sur,Retail,19,357.71,0.05,0.565,6456.67,3648.02,2808.65,0.435,0.19,2275.01,0.3524,Premium,0
1673,2023-02-01,2023,2,1,221,2074,Ropa,Centro,Retail,3,324.6,0.15,0.72,827.73,595.97,231.76,0.28,0.19,187.73,0.2268,Alto,0
1674,2023-04-16,2023,4,2,447,2164,Ropa,Este,Corporativo,2,96.68,0.0,0.537,193.36,103.83,89.53,0.463,0.21,70.73,0.3658,Medio,0
1675,2023-08-04,2023,8,3,775,2277,Belleza,Norte,Mayorista,2,107.04,0.2,0.482,171.26,82.55,88.71,0.518,0.19,71.86,0.4196,Medio,0
1676,2023-07-19,2023,7,3,189,2441,Belleza,Centro,Mayorista,7,129.25,0.15,0.631,769.04,485.26,283.78,0.369,0.19,229.86,0.2989,Alto,0
1677,2023-10-27,2023,10,4,747,2323,Alimentos,Centro,Corporativo,4,93.58,0.0,0.601,374.32,224.97,149.35,0.399,0.19,120.97,0.3232,Alto,0
1678,2023-12-23,2023,12,4,797,2476,Libros,Centro,Retail,17,330.32,0.05,0.517,5334.67,2758.02,2576.65,0.483,0.19,2087.09,0.3912,Premium,0
1679,2023-01-11,2023,1,1,415,2299,Libros,Centro,Online,6,497.24,0.2,0.52,2386.75,1241.11,1145.64,0.48,0.19,927.97,0.3888,Premium,0
1680,2023-10-22,2023,10,4,277,2289,Belleza,Norte,Corporativo,7,327.79,0.15,0.539,1950.35,1051.24,899.11,0.461,0.19,728.28,0.3734,Premium,0
1681,2023-07-14,2023,7,3,639,2076,Electrónica,Oeste,Online,6,305.31,0.05,0.502,1740.27,873.62,866.65,0.498,0.18,710.65,0.4084,Premium,0
1682,2023-09-02,2023,9,3,140,2297,Deportes,Sur,Mayorista,9,207.91,0.15,0.649,1590.51,1032.24,558.27,0.351,0.19,452.2,0.2843,Premium,0
1683,2023-01-04,2023,1,1,601,2136,Ropa,Centro,Corporativo,4,159.73,0.05,0.628,606.97,381.18,225.79,0.372,0.19,182.89,0.3013,Alto,0
1684,2023-06-30,2023,6,2,244,2105,Electrónica,Sur,Online,5,455.98,0.15,0.554,1937.92,1073.61,864.31,0.446,0.19,700.09,0.3613,Premium,0
1685,2023-06-02,2023,6,2,300,2094,Ropa,Sur,Retail,19,484.66,0.0,0.539,9208.54,4963.4,4245.14,0.461,0.19,3438.56,0.3734,Premium,1
1686,2023-07-19,2023,7,3,560,2134,Electrónica,Centro,Corporativo,10,250.9,0.1,0.528,2258.1,1192.28,1065.82,0.472,0.19,863.31,0.3823,Premium,0
1687,2023-08-03,2023,8,3,657,2067,Belleza,Oeste,Online,18,148.65,0.0,0.499,2675.7,1335.17,1340.53,0.501,0.18,1099.23,0.4108,Premium,0
1688,2023-10-03,2023,10,4,646,2146,Belleza,Sur,Corporativo,15,386.21,0.2,0.43,4634.52,1992.84,2641.68,0.57,0.19,2139.76,0.4617,Premium,0
1689,2023-10-07,2023,10,4,352,2489,Deportes,Este,Corporativo,1,70.57,0.15,0.494,59.98,29.63,30.35,0.506,0.21,23.98,0.3998,Medio,0
1690,2023-11-05,2023,11,4,489,2477,Electrónica,Sur,Mayorista,5,383.97,0.1,0.512,1727.87,884.67,843.2,0.488,0.19,682.99,0.3953,Premium,0
1691,2023-04-23,2023,4,2,693,2158,Ropa,Centro,Mayorista,5,410.38,0.1,0.592,1846.71,1093.25,753.46,0.408,0.19,610.3,0.3305,Premium,0
1692,2023-09-07,2023,9,3,355,2383,Libros,Norte,Retail,8,66.83,0.2,0.671,427.71,286.99,140.72,0.329,0.19,113.98,0.2665,Alto,0
1693,2023-04-23,2023,4,2,549,2162,Ropa,Sur,Mayorista,15,488.55,0.2,0.538,5862.6,3154.08,2708.52,0.462,0.19,2193.9,0.3742,Premium,0
1694,2023-05-20,2023,5,2,109,2440,Hogar,Oeste,Mayorista,17,492.83,0.1,0.731,7540.3,5511.96,2028.34,0.269,0.18,1663.24,0.2206,Premium,1
1695,2023-08-12,2023,8,3,341,2340,Belleza,Este,Mayorista,19,468.68,0.2,0.69,7123.94,4915.52,2208.42,0.31,0.21,1744.65,0.2449,Premium,1
1696,2023-09-06,2023,9,3,350,2188,Alimentos,Este,Online,13,250.54,0.2,0.745,2605.62,1941.19,664.43,0.255,0.21,524.9,0.2014,Premium,0
1697,2023-01-15,2023,1,1,104,2414,Alimentos,Norte,Corporativo,10,126.81,0.15,0.707,1077.88,762.06,315.82,0.293,0.19,255.81,0.2373,Premium,0
1698,2023-07-19,2023,7,3,218,2338,Belleza,Norte,Mayorista,17,293.09,0.0,0.616,4982.53,3069.24,1913.29,0.384,0.19,1549.76,0.311,Premium,0
1699,2023-06-22,2023,6,2,473,2094,Hogar,Sur,Online,5,212.87,0.25,0.609,798.26,486.14,312.12,0.391,0.19,252.82,0.3167,Alto,0
1700,2023-12-09,2023,12,4,164,2180,Alimentos,Centro,Corporativo,18,106.94,0.05,0.445,1828.67,813.76,1014.91,0.555,0.19,822.08,0.4496,Premium,0
1701,2023-12-14,2023,12,4,245,2287,Belleza,Oeste,Mayorista,17,214.72,0.1,0.653,3285.22,2145.25,1139.97,0.347,0.18,934.78,0.2845,Premium,0
1702,2023-07-27,2023,7,3,323,2321,Alimentos,Este,Mayorista,4,333.63,0.05,0.61,1267.79,773.35,494.44,0.39,0.21,390.61,0.3081,Premium,0
1703,2023-03-26,2023,3,1,338,2186,Belleza,Norte,Corporativo,7,40.1,0.1,0.577,252.63,145.77,106.86,0.423,0.19,86.56,0.3426,Alto,0
1704,2023-08-28,2023,8,3,276,2371,Deportes,Oeste,Online,5,170.04,0.1,0.643,765.18,492.01,273.17,0.357,0.18,224.0,0.2927,Alto,0
1705,2023-03-07,2023,3,1,381,2137,Libros,Centro,Online,8,13.81,0.0,0.555,110.48,61.32,49.16,0.445,0.19,39.82,0.3604,Medio,0
1706,2023-11-15,2023,11,4,162,2129,Libros,Este,Retail,8,376.0,0.1,0.583,2707.2,1578.3,1128.9,0.417,0.21,891.83,0.3294,Premium,0
1707,2023-10-01,2023,10,4,316,2193,Ropa,Este,Corporativo,11,322.14,0.1,0.539,3189.19,1718.97,1470.22,0.461,0.21,1161.47,0.3642,Premium,0
1708,2023-01-14,2023,1,1,788,2315,Hogar,Centro,Retail,9,36.02,0.0,0.651,324.18,211.04,113.14,0.349,0.19,91.64,0.2827,Alto,0
1709,2023-07-21,2023,7,3,560,2471,Belleza,Este,Online,19,482.55,0.2,0.707,7334.76,5185.68,2149.08,0.293,0.21,1697.77,0.2315,Premium,1
1710,2023-10-31,2023,10,4,709,2272,Electrónica,Centro,Mayorista,19,16.2,0.25,0.694,230.85,160.21,70.64,0.306,0.19,57.22,0.2479,Alto,0
1711,2023-10-16,2023,10,4,204,2351,Ropa,Este,Retail,9,297.03,0.05,0.675,2539.61,1714.24,825.37,0.325,0.21,652.04,0.2567,Premium,0
1712,2023-12-06,2023,12,4,198,2143,Ropa,Sur,Online,17,389.3,0.1,0.405,5956.29,2412.3,3543.99,0.595,0.19,2870.63,0.4819,Premium,0
1713,2023-01-14,2023,1,1,610,2015,Belleza,Centro,Online,16,395.01,0.0,0.719,6320.16,4544.2,1775.96,0.281,0.19,1438.53,0.2276,Premium,0
1714,2023-02-12,2023,2,1,484,2301,Belleza,Oeste,Mayorista,7,21.97,0.1,0.496,138.41,68.65,69.76,0.504,0.18,57.2,0.4133,Medio,0
1715,2023-11-26,2023,11,4,504,2422,Ropa,Sur,Corporativo,3,453.68,0.0,0.711,1361.04,967.7,393.34,0.289,0.19,318.61,0.2341,Premium,0
1716,2023-08-08,2023,8,3,617,2244,Ropa,Oeste,Online,19,459.63,0.05,0.469,8296.32,3890.97,4405.35,0.531,0.18,3612.39,0.4354,Premium,1
1717,2023-03-11,2023,3,1,575,2414,Libros,Este,Retail,8,282.89,0.15,0.554,1923.65,1065.7,857.95,0.446,0.21,677.78,0.3523,Premium,0
1718,2023-08-25,2023,8,3,744,2106,Electrónica,Oeste,Mayorista,5,243.63,0.2,0.662,974.52,645.13,329.39,0.338,0.18,270.1,0.2772,Alto,0
1719,2023-04-04,2023,4,2,536,2087,Ropa,Sur,Corporativo,6,27.21,0.15,0.624,138.77,86.59,52.18,0.376,0.19,42.27,0.3046,Medio,0
1720,2023-01-26,2023,1,1,122,2128,Libros,Centro,Corporativo,2,283.17,0.0,0.546,566.34,309.22,257.12,0.454,0.19,208.27,0.3677,Alto,0
1721,2023-05-14,2023,5,2,664,2394,Ropa,Norte,Corporativo,19,207.64,0.1,0.638,3550.64,2265.31,1285.33,0.362,0.19,1041.12,0.2932,Premium,0
1722,2023-07-14,2023,7,3,776,2374,Alimentos,Oeste,Online,13,256.8,0.2,0.592,2670.72,1581.07,1089.65,0.408,0.18,893.51,0.3346,Premium,0
1723,2023-06-17,2023,6,2,557,2340,Ropa,Norte,Corporativo,6,204.92,0.05,0.497,1168.04,580.52,587.52,0.503,0.19,475.89,0.4074,Premium,0
1724,2023-04-19,2023,4,2,182,2003,Belleza,Oeste,Online,6,343.37,0.25,0.626,1545.17,967.28,577.89,0.374,0.18,473.87,0.3067,Premium,0
1725,2023-08-21,2023,8,3,244,2326,Hogar,Oeste,Mayorista,2,55.2,0.2,0.471,88.32,41.6,46.72,0.529,0.18,38.31,0.4338,Medio,0
1726,2023-06-17,2023,6,2,184,2409,Hogar,Centro,Mayorista,5,70.81,0.1,0.643,318.65,204.89,113.76,0.357,0.19,92.15,0.2892,Alto,0
1727,2023-06-22,2023,6,2,177,2366,Ropa,Este,Corporativo,11,74.16,0.15,0.401,693.4,278.05,415.35,0.599,0.21,328.13,0.4732,Alto,0
1728,2023-07-14,2023,7,3,556,2305,Deportes,Sur,Mayorista,11,27.54,0.0,0.592,302.94,179.34,123.6,0.408,0.19,100.12,0.3305,Alto,0
1729,2023-05-23,2023,5,2,100,2395,Alimentos,Sur,Retail,14,272.96,0.15,0.54,3248.22,1754.04,1494.18,0.46,0.19,1210.29,0.3726,Premium,0
1730,2023-08-04,2023,8,3,150,2094,Electrónica,Sur,Retail,13,398.01,0.2,0.506,4139.3,2094.49,2044.81,0.494,0.19,1656.3,0.4001,Premium,0
1731,2023-05-10,2023,5,2,784,2208,Ropa,Este,Online,8,307.15,0.25,0.58,1842.9,1068.88,774.02,0.42,0.21,611.48,0.3318,Premium,0
1732,2023-02-11,2023,2,1,545,2224,Electrónica,Norte,Corporativo,15,289.6,0.1,0.626,3909.6,2447.41,1462.19,0.374,0.19,1184.37,0.3029,Premium,0
1733,2023-08-29,2023,8,3,548,2458,Alimentos,Sur,Online,12,341.91,0.0,0.738,4102.92,3027.95,1074.97,0.262,0.19,870.73,0.2122,Premium,0
1734,2023-01-10,2023,1,1,587,2347,Ropa,Norte,Mayorista,3,173.12,0.1,0.692,467.42,323.45,143.97,0.308,0.19,116.62,0.2495,Alto,0
1735,2023-10-04,2023,10,4,133,2479,Deportes,Este,Corporativo,5,184.17,0.1,0.651,828.76,539.52,289.24,0.349,0.21,228.5,0.2757,Alto,0
1736,2023-01-27,2023,1,1,447,2320,Libros,Este,Online,6,160.56,0.25,0.568,722.52,410.39,312.13,0.432,0.21,246.58,0.3413,Alto,0
1737,2023-06-29,2023,6,2,194,2046,Deportes,Centro,Corporativo,2,357.49,0.2,0.537,571.98,307.15,264.83,0.463,0.19,214.51,0.375,Alto,0
1738,2023-04-25,2023,4,2,171,2475,Belleza,Sur,Corporativo,8,85.01,0.15,0.411,578.07,237.59,340.48,0.589,0.19,275.79,0.4771,Alto,0
1739,2023-11-29,2023,11,4,650,2180,Deportes,Centro,Online,5,11.45,0.1,0.526,51.52,27.1,24.42,0.474,0.19,19.78,0.3839,Medio,0
1740,2023-02-05,2023,2,1,253,2105,Libros,Sur,Corporativo,17,300.12,0.1,0.697,4591.84,3200.51,1391.33,0.303,0.19,1126.98,0.2454,Premium,0
1741,2023-11-30,2023,11,4,349,2198,Belleza,Este,Mayorista,2,471.48,0.1,0.534,848.66,453.18,395.48,0.466,0.21,312.43,0.3681,Alto,0
1742,2023-01-21,2023,1,1,773,2385,Libros,Este,Retail,11,306.66,0.0,0.562,3373.26,1895.77,1477.49,0.438,0.21,1167.22,0.346,Premium,0
1743,2023-01-16,2023,1,1,537,2105,Hogar,Oeste,Retail,4,392.55,0.1,0.495,1413.18,699.52,713.66,0.505,0.18,585.2,0.4141,Premium,0
1744,2023-05-07,2023,5,2,217,2279,Libros,Oeste,Corporativo,11,338.03,0.1,0.496,3346.5,1659.86,1686.64,0.504,0.18,1383.04,0.4133,Premium,0
1745,2023-04-13,2023,4,2,405,2259,Ropa,Este,Retail,9,258.345,0.2,0.422,1860.08,784.95,1075.13,0.578,0.21,849.35,0.4566,Premium,0
1746,2023-01-11,2023,1,1,367,2107,Electrónica,Este,Corporativo,6,360.6,0.1,0.615,1947.24,1197.55,749.69,0.385,0.21,592.26,0.3042,Premium,0
1747,2023-11-15,2023,11,4,153,2018,Hogar,Norte,Online,2,412.93,0.25,0.557,619.4,345.01,274.39,0.443,0.19,222.26,0.3588,Alto,0
1748,2023-03-20,2023,3,1,335,2409,Hogar,Norte,Mayorista,15,116.24,0.25,0.612,1307.7,800.31,507.39,0.388,0.19,410.99,0.3143,Premium,0
1749,2023-05-03,2023,5,2,488,2458,Electrónica,Centro,Retail,5,171.38,0.1,0.591,771.21,455.79,315.42,0.409,0.19,255.49,0.3313,Alto,0
1750,2023-03-06,2023,3,1,500,2295,Hogar,Oeste,Online,12,115.74,0.25,0.68,1041.66,708.33,333.33,0.32,0.18,273.33,0.2624,Premium,0
1751,2023-08-31,2023,8,3,723,2305,Libros,Oeste,Mayorista,13,228.83,0.2,0.663,2379.83,1577.83,802.0,0.337,0.18,657.64,0.2763,Premium,0
1752,2023-12-09,2023,12,4,402,2170,Deportes,Este,Retail,17,443.11,0.0,0.67,7532.87,5047.02,2485.85,0.33,0.21,1963.82,0.2607,Premium,1
1753,2023-02-28,2023,2,1,306,2330,Alimentos,Este,Retail,4,175.88,0.25,0.575,527.64,303.39,224.25,0.425,0.21,177.16,0.3358,Alto,0
1754,2023-10-16,2023,10,4,328,2492,Libros,Centro,Mayorista,10,190.36,0.25,0.524,1427.7,748.11,679.59,0.476,0.19,550.47,0.3856,Premium,0
1755,2023-04-22,2023,4,2,677,2194,Belleza,Oeste,Online,1,430.88,0.15,0.727,366.25,266.26,99.99,0.273,0.18,81.99,0.2239,Alto,0
1756,2023-08-27,2023,8,3,174,2011,Belleza,Norte,Online,11,260.11,0.2,0.419,2288.97,959.08,1329.89,0.581,0.19,1077.21,0.4706,Premium,0
1757,2023-12-25,2023,12,4,534,2194,Deportes,Sur,Retail,16,270.05,0.25,0.453,3240.6,1467.99,1772.61,0.547,0.19,1435.81,0.4431,Premium,0
1758,2023-05-12,2023,5,2,202,2489,Deportes,Centro,Mayorista,11,431.1,0.0,0.547,4742.1,2593.93,2148.17,0.453,0.19,1740.02,0.3669,Premium,0
1759,2023-07-08,2023,7,3,521,2282,Hogar,Sur,Online,9,247.81,0.15,0.615,1895.75,1165.89,729.86,0.385,0.19,591.19,0.3119,Premium,0
1760,2023-03-27,2023,3,1,405,2368,Ropa,Norte,Mayorista,2,342.37,0.1,0.403,616.27,248.36,367.91,0.597,0.19,298.01,0.4836,Alto,0
1761,2023-11-07,2023,11,4,197,2181,Ropa,Norte,Mayorista,7,47.39,0.2,0.652,265.38,173.03,92.35,0.348,0.19,74.8,0.2819,Alto,0
1762,2023-11-07,2023,11,4,434,2449,Hogar,Sur,Retail,19,93.42,0.25,0.596,1331.24,793.42,537.82,0.404,0.19,435.63,0.3272,Premium,0
1763,2023-02-28,2023,2,1,534,2304,Hogar,Centro,Mayorista,18,205.17,0.1,0.57,3323.75,1894.54,1429.21,0.43,0.19,1157.66,0.3483,Premium,0
1764,2023-03-25,2023,3,1,546,2143,Electrónica,Sur,Mayorista,7,249.95,0.2,0.548,1399.72,767.05,632.67,0.452,0.19,512.46,0.3661,Premium,0
1765,2023-06-09,2023,6,2,407,2385,Electrónica,Centro,Corporativo,9,483.04,0.15,0.582,3695.26,2150.64,1544.62,0.418,0.19,1251.14,0.3386,Premium,0
1766,2023-02-25,2023,2,1,348,2315,Alimentos,Centro,Mayorista,12,485.47,0.25,0.457,4369.23,1996.74,2372.49,0.543,0.19,1921.72,0.4398,Premium,0
1767,2023-10-24,2023,10,4,265,2181,Alimentos,Este,Online,3,426.34,0.0,0.438,1279.02,560.21,718.81,0.562,0.21,567.86,0.444,Premium,0
1768,2023-01-14,2023,1,1,580,2029,Alimentos,Oeste,Retail,16,161.22,0.2,0.501,2063.62,1033.87,1029.75,0.499,0.18,844.4,0.4092,Premium,0
1769,2023-06-09,2023,6,2,434,2083,Alimentos,Oeste,Retail,7,482.19,0.0,0.648,3375.33,2187.21,1188.12,0.352,0.18,974.26,0.2886,Premium,0
1770,2023-10-22,2023,10,4,641,2165,Deportes,Norte,Mayorista,5,346.22,0.1,0.606,1557.99,944.14,613.85,0.394,0.19,497.22,0.3191,Premium,0
1771,2023-12-13,2023,12,4,205,2283,Deportes,Este,Mayorista,7,199.51,0.1,0.568,1256.91,713.92,542.99,0.432,0.21,428.96,0.3413,Premium,0
1772,2023-07-12,2023,7,3,662,2280,Electrónica,Oeste,Online,19,352.33,0.15,0.6,5690.13,3414.08,2276.05,0.4,0.18,1866.36,0.328,Premium,0
1773,2023-07-23,2023,7,3,180,2095,Ropa,Centro,Corporativo,17,13.18,0.15,0.596,190.45,113.51,76.94,0.404,0.19,62.32,0.3272,Medio,0
1774,2023-04-12,2023,4,2,232,2380,Hogar,Centro,Retail,16,77.35,0.05,0.507,1175.72,596.09,579.63,0.493,0.19,469.5,0.3993,Premium,0
1775,2023-02-08,2023,2,1,237,2265,Belleza,Sur,Corporativo,19,415.69,0.05,0.434,7503.2,3256.39,4246.81,0.566,0.19,3439.92,0.4585,Premium,1
1776,2023-10-31,2023,10,4,283,2443,Ropa,Sur,Online,18,324.56,0.15,0.714,4965.77,3545.56,1420.21,0.286,0.19,1150.37,0.2317,Premium,0
1777,2023-12-20,2023,12,4,500,2297,Libros,Centro,Retail,19,185.28,0.25,0.61,2640.24,1610.55,1029.69,0.39,0.19,834.05,0.3159,Premium,0
1778,2023-11-18,2023,11,4,429,2295,Deportes,Centro,Online,4,252.83,0.1,0.644,910.19,586.16,324.03,0.356,0.19,262.46,0.2884,Alto,0
1779,2023-05-05,2023,5,2,607,2224,Alimentos,Sur,Mayorista,1,453.05,0.0,0.562,453.05,254.61,198.44,0.438,0.19,160.74,0.3548,Alto,0
1780,2023-02-22,2023,2,1,168,2332,Alimentos,Oeste,Online,4,317.63,0.15,0.665,1079.94,718.16,361.78,0.335,0.18,296.66,0.2747,Premium,0
1781,2023-12-23,2023,12,4,645,2360,Libros,Norte,Mayorista,4,202.08,0.25,0.605,606.24,366.78,239.46,0.395,0.19,193.96,0.3199,Alto,0
1782,2023-06-04,2023,6,2,152,2373,Ropa,Sur,Corporativo,9,64.56,0.0,0.419,581.04,243.46,337.58,0.581,0.19,273.44,0.4706,Alto,0
1783,2023-12-17,2023,12,4,549,2041,Alimentos,Oeste,Retail,8,150.4,0.05,0.712,1143.04,813.84,329.2,0.288,0.18,269.94,0.2362,Premium,0
1784,2023-11-04,2023,11,4,304,2302,Ropa,Oeste,Retail,2,489.28,0.0,0.507,978.56,496.13,482.43,0.493,0.18,395.59,0.4043,Alto,0
1785,2023-03-03,2023,3,1,225,2420,Hogar,Oeste,Corporativo,6,221.49,0.15,0.448,1129.6,506.06,623.54,0.552,0.18,511.3,0.4526,Premium,0
1786,2023-10-17,2023,10,4,142,2245,Libros,Este,Mayorista,11,238.56,0.1,0.431,2361.74,1017.91,1343.83,0.569,0.21,1061.63,0.4495,Premium,0
1787,2023-01-22,2023,1,1,210,2207,Belleza,Este,Retail,4,251.81,0.15,0.652,856.15,558.21,297.94,0.348,0.21,235.37,0.2749,Alto,0
1788,2023-06-27,2023,6,2,762,2236,Ropa,Oeste,Online,14,442.63,0.2,0.646,4957.46,3202.52,1754.94,0.354,0.18,1439.05,0.2903,Premium,0
1789,2023-09-30,2023,9,3,282,2021,Hogar,Centro,Mayorista,9,303.94,0.25,0.645,2051.6,1323.28,728.32,0.355,0.19,589.94,0.2876,Premium,0
1790,2023-08-08,2023,8,3,194,2184,Ropa,Este,Retail,2,348.37,0.25,0.721,522.56,376.77,145.79,0.279,0.21,115.17,0.2204,Alto,0
1791,2023-12-05,2023,12,4,473,2467,Ropa,Sur,Online,1,197.76,0.25,0.522,148.32,77.42,70.9,0.478,0.19,57.43,0.3872,Medio,0
1792,2023-07-09,2023,7,3,619,2241,Alimentos,Este,Online,4,19.4,0.2,0.596,62.08,37.0,25.08,0.404,0.21,19.81,0.3191,Medio,0
1793,2023-02-05,2023,2,1,459,2362,Electrónica,Centro,Retail,12,465.83,0.2,0.617,4471.97,2759.21,1712.76,0.383,0.19,1387.34,0.3102,Premium,0
1794,2023-09-17,2023,9,3,795,2282,Deportes,Norte,Corporativo,5,474.82,0.1,0.743,2136.69,1587.56,549.13,0.257,0.19,444.8,0.2082,Premium,0
1795,2023-11-28,2023,11,4,380,2040,Ropa,Este,Corporativo,9,474.83,0.25,0.509,3205.1,1631.4,1573.7,0.491,0.21,1243.22,0.3879,Premium,0
1796,2023-06-24,2023,6,2,294,2335,Ropa,Oeste,Retail,4,472.13,0.15,0.735,1605.24,1179.85,425.39,0.265,0.18,348.82,0.2173,Premium,0
1797,2023-01-07,2023,1,1,294,2161,Ropa,Oeste,Online,16,408.54,0.2,0.452,5229.31,2363.65,2865.66,0.548,0.18,2349.84,0.4494,Premium,0
1798,2023-08-04,2023,8,3,766,2159,Electrónica,Oeste,Corporativo,2,343.88,0.15,0.667,584.6,389.93,194.67,0.333,0.18,159.63,0.2731,Alto,0
1799,2023-09-08,2023,9,3,192,2473,Hogar,Norte,Corporativo,16,261.19,0.05,0.622,3970.09,2469.4,1500.69,0.378,0.19,1215.56,0.3062,Premium,0
1800,2023-02-24,2023,2,1,771,2088,Belleza,Centro,Corporativo,16,302.27,0.25,0.686,3627.24,2488.29,1138.95,0.314,0.19,922.55,0.2543,Premium,0
1801,2023-08-10,2023,8,3,160,2321,Belleza,Sur,Mayorista,11,71.51,0.2,0.41,629.29,258.01,371.28,0.59,0.19,300.74,0.4779,Alto,0
1802,2023-07-05,2023,7,3,733,2011,Libros,Centro,Corporativo,1,198.65,0.2,0.427,158.92,67.86,91.06,0.573,0.19,73.76,0.4641,Medio,0
1803,2023-11-22,2023,11,4,150,2423,Alimentos,Norte,Retail,15,485.79,0.1,0.424,6558.17,2780.66,3777.51,0.576,0.19,3059.78,0.4666,Premium,0
1804,2023-08-24,2023,8,3,502,2072,Electrónica,Oeste,Retail,4,178.81,0.15,0.608,607.95,369.63,238.32,0.392,0.18,195.42,0.3214,Alto,0
1805,2023-12-29,2023,12,4,104,2075,Hogar,Centro,Mayorista,18,434.57,0.1,0.611,7040.03,4301.46,2738.57,0.389,0.19,2218.24,0.3151,Premium,1
1806,2023-03-20,2023,3,1,565,2345,Ropa,Sur,Mayorista,17,51.14,0.1,0.717,782.44,561.01,221.43,0.283,0.19,179.36,0.2292,Alto,0
1807,2023-08-11,2023,8,3,703,2200,Hogar,Oeste,Retail,7,170.42,0.15,0.564,1014.0,571.9,442.1,0.436,0.18,362.52,0.3575,Premium,0
