id_pedido,fecha,id_cliente,id_producto,categoria,region,segmento,cantidad,precio_unit,descuento,ratio_costo
2391,2023-01-20,251,2199,Alimentos,Oeste,Retail,12,129.03,0.05,0.716
2392,2023-06-05,719,2439,Libros,Oeste,Retail,16,477.15,0.0,0.44
2393,2023-09-10,287,2368,Hogar,Oeste,Corporativo,8,228.16,0.2,0.529
2394,2023-03-01,197,2472,Ropa,Centro,Retail,16,69.25,0.05,0.528
2395,2023-02-19,230,2305,Hogar,Centro,Corporativo,10,59.34,0.15,0.443
2396,2023-05-01,270,2011,Libros,Este,Online,15,325.52,0.15,0.434
2397,2023-10-03,282,2344,Deportes,Este,Mayorista,4,221.67,0.1,0.535
2398,2023-03-11,463,2464,Belleza,Este,Mayorista,15,51.77,0.1,0.747
2399,2023-07-18,138,2187,Libros,Oeste,Corporativo,4,371.48,0.0,0.599
2400,2023-08-21,626,2153,Electrónica,Centro,Online,11,400.67,0.0,0.618
2401,2023-07-09,596,2493,Libros,Oeste,Online,6,364.08,0.1,0.565
2402,2023-12-10,615,2367,Deportes,Este,Online,4,105.12,0.25,0.632
2403,2023-12-23,448,2333,Electrónica,Centro,Retail,9,346.44,0.05,0.735
2404,2023-10-04,496,2424,Alimentos,Sur,Online,9,10.31,0.25,0.606
2405,2023-08-03,260,2419,Electrónica,Norte,Retail,3,156.03,0.2,0.423
2406,2023-10-28,115,2376,Hogar,Norte,Corporativo,5,202.42,0.15,0.573
2407,2023-03-21,592,2278,Ropa,Este,Mayorista,15,418.45,0.0,0.747
2408,2023-08-01,525,2170,Hogar,Oeste,Corporativo,9,198.25,0.1,0.536
2409,2023-12-02,207,2133,Belleza,Sur,Online,2,10.58,0.15,0.608
2410,2023-02-20,549,2494,Electrónica,Centro,Online,3,179.41,0.25,0.437
2411,2023-09-08,410,2452,Alimentos,Oeste,Corporativo,12,251.97,0.0,0.449
2412,2023-11-12,269,2426,Libros,Este,Retail,16,474.76,0.0,0.706
2413,2023-07-28,645,2024,Electrónica,Oeste,Retail,5,470.81,0.05,0.505
2414,2023-05-24,513,2017,Hogar,Este,Retail,10,94.53,0.0,0.507
2415,2023-01-17,350,2189,Electrónica,Norte,Mayorista,15,96.65,0.2,0.536
2416,2023-12-20,240,2140,Electrónica,Norte,Mayorista,14,85.87,0.0,0.738
2417,2023-07-09,373,2042,Electrónica,Oeste,Online,14,395.52,0.2,0.43
2418,2023-04-22,515,2333,Alimentos,Sur,Corporativo,13,7.98,0.25,0.687
2419,2023-08-16,707,2283,Deportes,Centro,Corporativo,16,67.95,0.05,0.52
2420,2023-08-16,138,2145,Deportes,Este,Online,8,271.29,0.2,0.697
2421,2023-05-01,128,2314,Electrónica,Centro,Retail,8,127.54,0.25,0.747
2422,2023-07-05,576,2443,Alimentos,Norte,Mayorista,17,50.72,0.15,0.522
2423,2023-02-20,417,2318,Alimentos,Sur,Corporativo,17,183.14,,0.445
2424,2023-12-18,344,2440,Belleza,Sur,Online,3,140.73,0.1,0.451
2425,2023-07-08,796,2091,Electrónica,Centro,Retail,1,258.0,0.1,0.666
2426,2023-10-06,371,2178,Hogar,Norte,Retail,17,489.72,0.2,0.451
2427,2023-11-27,539,2055,Hogar,Centro,Mayorista,16,66.53,0.05,0.491
2428,2023-07-03,338,2154,Ropa,Oeste,Mayorista,17,189.5,0.2,0.472
2429,2023-02-01,476,2159,Electrónica,Sur,Online,2,466.33,0.25,0.524
2430,2023-07-23,365,2110,Ropa,Sur,Online,14,439.05,0.25,0.426
2431,2023-05-22,458,2136,Hogar,Oeste,Retail,7,200.16,0.2,0.7
2432,2023-04-08,439,2231,Hogar,Norte,Retail,19,350.98,0.2,0.701
2433,2023-03-04,488,2479,Electrónica,Sur,Corporativo,1,48.49,0.15,0.545
2434,2023-08-21,676,2467,Ropa,Este,Retail,17,357.71,0.25,0.614
2435,2023-02-16,788,2219,Ropa,Este,Online,10,486.56,0.15,0.625
2436,2023-12-06,102,2480,Electrónica,Norte,Mayorista,6,271.06,0.2,0.662
2437,2023-04-19,528,2067,Belleza,Oeste,Online,7,251.75,0.05,0.582
2438,2023-11-25,241,2301,Ropa,Centro,Corporativo,6,97.72,0.0,0.579
2439,2023-11-24,475,2248,Belleza,Norte,Corporativo,5,318.73,0.25,0.621
2440,2023-11-02,769,2481,Libros,Centro,Mayorista,2,297.27,0.1,0.646
2441,2023-01-11,423,2495,Hogar,Norte,Online,18,327.71,0.15,0.521
2442,2023-01-26,245,2322,Deportes,Este,Corporativo,17,17.91,0.25,0.516
2443,2023-06-20,392,2409,Belleza,Oeste,Online,7,276.62,0.0,0.494
2444,2023-05-05,764,2391,Belleza,Este,Corporativo,19,299.49,0.15,0.592
2445,2023-03-06,531,2005,Belleza,Oeste,Mayorista,7,107.73,0.25,0.526
2446,2023-10-17,684,2463,Alimentos,Centro,Corporativo,7,108.12,0.15,0.589
2447,2023-04-16,498,2279,Ropa,Norte,Online,16,141.73,0.15,0.542
2448,2023-02-05,443,2431,Ropa,Sur,Online,12,357.3,0.2,0.693
2449,2023-10-11,239,2486,Alimentos,Sur,Corporativo,15,305.1,0.2,0.426
2450,2023-04-17,286,2093,Ropa,Oeste,Retail,15,423.65,0.15,0.6
2451,2023-10-28,160,2428,Alimentos,Oeste,Mayorista,11,151.35,0.15,0.601
2452,2023-04-21,479,2268,Belleza,Este,Mayorista,2,456.47,,0.534
2453,2023-04-30,539,2196,Electrónica,Sur,Corporativo,3,373.13,0.0,0.547
2454,2023-06-18,418,2024,Libros,Este,Corporativo,19,200.53,,0.68
2455,2023-03-17,401,2147,Belleza,Centro,Retail,15,52.15,0.05,0.498
2456,2023-11-02,443,2117,Libros,Sur,Mayorista,16,132.21,0.05,0.705
2457,2023-01-02,110,2337,Hogar,Centro,Retail,1,478.6,,0.714
2458,2023-05-22,161,2366,Belleza,Norte,Mayorista,15,158.63,0.2,0.628
2459,2023-03-16,325,2337,Deportes,Este,Corporativo,12,168.3,0.2,0.671
2460,2023-03-08,252,2065,Ropa,Oeste,Mayorista,7,98.85,0.1,0.615
2461,2023-10-04,663,2457,Deportes,Sur,Mayorista,7,404.39,0.2,0.584
2462,2023-05-09,670,2300,Electrónica,Este,Mayorista,11,141.44,0.05,0.738
2463,2023-03-31,683,2369,Libros,Oeste,Retail,11,168.48,0.25,0.499
2464,2023-02-26,759,2174,Belleza,Norte,Retail,17,210.1,0.15,0.454
2465,2023-12-05,674,2318,Electrónica,Sur,Mayorista,3,219.7,0.05,0.501
2466,2023-01-14,409,2075,Electrónica,Centro,Online,16,208.61,0.1,0.615
2467,2023-03-09,342,2494,Ropa,Norte,Retail,5,254.35,0.15,0.465
2468,2023-01-08,592,2460,Electrónica,Oeste,Corporativo,2,408.18,0.2,0.718
2469,2023-07-03,465,2113,Belleza,Sur,Corporativo,7,410.55,0.15,0.544
2470,2023-05-02,429,2110,Belleza,Sur,Mayorista,10,400.17,0.25,0.697
2471,2023-10-29,206,2248,Libros,Norte,Corporativo,5,55.06,0.1,0.487
2472,2023-06-15,325,2438,Belleza,Sur,Retail,15,400.84,0.2,0.51
2473,2023-01-09,317,2202,Deportes,Oeste,Online,12,64.52,0.0,0.421
2474,2023-03-31,605,2146,Libros,Norte,Online,10,66.74,0.05,0.49
2475,2023-05-16,358,2034,Ropa,Centro,Online,17,474.19,0.25,0.572
2476,2023-01-27,616,2486,Libros,Norte,Corporativo,11,410.6,0.25,0.731
2477,2023-03-06,153,2308,Alimentos,Norte,Mayorista,8,278.44,0.05,0.536
2478,2023-08-04,146,2025,Deportes,Centro,Corporativo,15,438.11,0.1,0.624
2479,2023-09-27,788,2237,Alimentos,Oeste,Mayorista,2,494.74,0.1,0.55
2480,2023-02-28,620,2013,Alimentos,Este,Online,17,307.27,0.25,0.416
2481,2023-02-02,198,2373,Hogar,Este,Retail,6,308.38,0.05,0.576
2482,2023-09-01,119,2044,Belleza,Centro,Corporativo,13,378.44,0.15,0.423
2483,2023-08-18,672,2427,Ropa,Oeste,Retail,8,119.91,0.0,0.709
2484,2023-07-05,589,2215,Electrónica,Sur,Online,11,87.73,0.0,0.664
2485,2023-09-20,518,2232,Alimentos,Centro,Mayorista,15,380.99,0.1,0.533
2486,2023-10-31,789,2192,Libros,Este,Retail,13,175.73,0.1,0.624
2487,2023-02-25,161,2050,Electrónica,Oeste,Corporativo,18,71.86,0.15,0.439
2488,2023-08-20,244,2426,Libros,Norte,Retail,18,160.86,0.1,0.646
2489,2023-09-15,315,2374,Libros,Oeste,Retail,17,182.53,0.0,0.688
2490,2023-04-24,102,2213,Electrónica,Oeste,Corporativo,13,482.79,0.05,0.688
2491,2023-11-11,259,2150,Electrónica,Este,Mayorista,3,350.49,0.25,0.499
2492,2023-01-23,219,2439,Belleza,Este,Corporativo,7,267.77,0.0,0.492
2493,2023-12-04,188,2274,Libros,Sur,Online,12,484.59,0.15,0.582
2494,2023-09-24,428,2337,Ropa,Sur,Mayorista,4,452.05,0.05,0.739
2495,2023-06-04,679,2075,Belleza,Centro,Retail,11,258.44,0.05,0.722
2496,2023-08-23,456,2438,Deportes,Norte,Corporativo,14,453.31,0.25,0.526
2497,2023-11-26,709,2219,Hogar,Sur,Online,18,205.13,0.0,0.673
2498,2023-01-16,366,2347,Deportes,Este,Corporativo,7,119.06,0.05,0.722
2499,2023-02-01,716,2443,Ropa,Oeste,Mayorista,5,120.18,0.05,0.491
2500,2023-09-03,422,2186,Belleza,Centro,Online,16,332.85,0.1,0.691
2501,2023-07-25,734,2288,Hogar,Sur,Retail,11,253.03,0.05,0.494
2502,2023-08-07,640,2402,Belleza,Oeste,Mayorista,3,331.18,0.15,0.52
2503,2023-12-18,748,2027,Electrónica,Oeste,Online,16,344.61,0.05,0.47
2504,2023-02-25,294,2378,Hogar,Sur,Mayorista,11,16.05,0.1,0.577
2505,2023-09-09,431,2179,Libros,Norte,Retail,10,31.75,0.2,0.695
2506,2023-12-31,269,2252,Deportes,Norte,Online,2,268.68,0.2,0.585
2507,2023-08-16,620,2125,Hogar,Centro,Corporativo,16,99.56,0.15,0.443
2508,2023-02-07,562,2176,Libros,Norte,Corporativo,17,318.1,0.25,0.488
2509,2023-02-11,139,2036,Belleza,Centro,Retail,10,278.33,0.25,0.597
2510,2023-06-14,636,2409,Ropa,Este,Online,18,294.95,0.15,0.604
2511,2023-11-08,360,2098,Hogar,Sur,Retail,12,154.72,0.05,0.602
2512,2023-03-17,494,2097,Libros,Oeste,Retail,8,321.72,0.05,0.427
2513,2023-02-03,325,2126,Belleza,Centro,Mayorista,3,415.6,0.2,0.664
2514,2023-03-06,223,2482,Belleza,Norte,Corporativo,3,499.05,0.2,0.718
2515,2023-05-21,137,2167,Belleza,Centro,Retail,6,420.03,0.0,0.579
2516,2023-11-16,427,2079,Ropa,Centro,Mayorista,2,280.96,0.2,0.652
2517,2023-11-21,350,2293,Electrónica,Norte,Retail,3,100.75,0.2,0.72
2518,2023-10-27,275,2332,Ropa,Norte,Retail,17,342.32,0.15,0.625
2519,2023-10-08,701,2125,Ropa,Sur,Retail,9,469.14,0.0,0.636
2520,2023-12-31,553,2342,Deportes,Oeste,Corporativo,4,109.87,0.25,0.652
2521,2023-06-16,136,2309,Belleza,Sur,Online,2,131.72,0.0,0.491
2522,2023-07-15,415,2149,Libros,Sur,Corporativo,9,78.76,0.05,0.604
2523,2023-11-02,787,2015,Hogar,Norte,Mayorista,14,369.68,0.05,0.695
2524,2023-09-29,692,2027,Deportes,Norte,Online,11,206.25,0.0,0.504
2525,2023-05-31,213,2495,Belleza,Oeste,Mayorista,2,36.03,0.0,0.714
2526,2023-08-21,139,2418,Alimentos,Centro,Retail,2,438.1,0.05,0.617
2527,2023-09-16,400,2443,Ropa,Sur,Online,5,281.05,0.15,0.548
2528,2023-11-06,323,2172,Alimentos,Oeste,Mayorista,7,168.89,0.15,0.618
2529,2023-08-09,417,2045,Belleza,Sur,Retail,4,175.27,0.15,0.541
2530,2023-02-20,448,2327,Deportes,Centro,Mayorista,14,148.67,0.15,0.693
2531,2023-12-26,214,2235,Libros,Sur,Mayorista,2,230.46,0.05,0.569
2532,2023-02-28,797,2438,Deportes,Este,Corporativo,12,171.84,,0.715
2533,2023-12-02,422,2213,Libros,Oeste,Retail,10,276.23,0.2,0.578
2534,2023-11-30,667,2084,Libros,Norte,Corporativo,1,387.89,0.2,0.631
2535,2023-10-10,139,2281,Belleza,Sur,Online,19,338.86,0.2,0.749
2536,2023-04-21,139,2231,Electrónica,Oeste,Retail,16,150.76,0.2,0.451
2537,2023-08-09,388,2084,Belleza,Oeste,Corporativo,15,,0.05,0.658
2538,2023-08-20,361,2408,Ropa,Sur,Corporativo,14,420.86,0.1,0.449
2539,2023-04-27,315,2488,Deportes,Norte,Online,9,38.76,0.05,0.694
2540,2023-07-31,246,2064,Libros,Norte,Mayorista,15,43.76,0.1,0.609
2541,2023-06-23,435,2133,Belleza,Sur,Mayorista,7,280.3,0.05,0.728
2542,2023-08-21,267,2150,Belleza,Oeste,Mayorista,4,321.36,0.0,0.703
2543,2023-07-24,191,2114,Deportes,Norte,Online,18,109.65,0.1,0.426
2544,2023-08-01,452,2063,Deportes,Sur,Corporativo,8,373.88,0.2,0.448
2545,2023-02-18,670,2342,Libros,Sur,Retail,12,324.9,0.1,0.61
2546,2023-06-10,670,2426,Hogar,Sur,Online,15,462.03,0.25,0.581
2547,2023-08-07,780,2362,Alimentos,Oeste,Mayorista,15,88.63,0.15,0.459
2548,2023-06-10,462,2406,Ropa,Norte,Mayorista,17,376.93,0.1,0.445
2549,2023-12-07,656,2351,Ropa,Oeste,Retail,2,46.4,0.25,0.597
2550,2023-05-11,444,2157,Hogar,Este,Online,12,284.82,0.15,0.417
2551,2023-07-11,792,2076,Electrónica,Norte,Mayorista,3,278.19,0.25,0.706
2552,2023-03-20,269,2490,Hogar,Oeste,Online,7,197.25,0.15,0.682
2553,2023-12-18,455,2145,Electrónica,Norte,Corporativo,6,423.06,0.0,0.675
2554,2023-08-31,290,2342,Electrónica,Este,Online,14,7.16,0.1,0.406
2555,2023-02-04,766,2462,Hogar,Centro,Corporativo,5,262.49,0.25,0.417
2556,2023-02-16,521,2224,Ropa,Sur,Retail,4,112.49,0.0,0.592
2557,2023-02-13,799,2404,Alimentos,Oeste,Corporativo,15,373.03,0.2,0.748
2558,2023-02-17,106,2312,Ropa,Este,Corporativo,7,26.32,0.1,0.52
2559,2023-08-10,232,2102,Belleza,Este,Retail,3,416.62,0.05,0.521
2560,2023-02-19,656,2406,Ropa,Norte,Mayorista,13,419.86,0.05,0.447
2561,2023-07-10,130,2346,Ropa,Norte,Retail,10,417.27,0.05,0.636
2562,2023-03-08,634,2300,Hogar,Sur,Online,2,,0.25,0.626
2563,2023-10-12,525,2427,Hogar,Norte,Retail,12,317.05,0.25,0.435
2564,2023-01-31,493,2465,Belleza,Oeste,Online,12,12.11,0.15,0.564
2565,2023-10-28,771,2087,Belleza,Oeste,Mayorista,19,424.74,0.05,0.633
2566,2023-10-15,462,2370,Hogar,Oeste,Online,19,362.87,0.2,0.573
2567,2023-10-15,536,2302,Ropa,Centro,Retail,3,267.92,0.25,0.636
2568,2023-06-18,769,2167,Alimentos,Oeste,Retail,6,366.64,0.1,0.686
2569,2023-12-10,650,2434,Electrónica,Norte,Mayorista,2,51.69,0.25,0.64
2570,2023-03-04,181,2169,Deportes,Norte,Retail,13,266.68,0.1,0.616
2571,2023-07-30,455,2134,Electrónica,Oeste,Mayorista,9,149.18,0.25,0.699
2572,2023-07-01,357,2049,Belleza,Este,Mayorista,13,486.45,0.15,0.715
2573,2023-12-07,688,2431,Belleza,Este,Retail,14,429.27,0.15,0.536
2574,2023-08-05,623,2339,Electrónica,Este,Corporativo,19,367.97,0.15,0.461
2575,2023-01-27,394,2346,Deportes,Sur,Online,11,467.21,0.2,0.686
2576,2023-05-28,323,2133,Ropa,Centro,Corporativo,14,176.69,0.25,0.475
2577,2023-11-04,624,2346,Alimentos,Oeste,Mayorista,16,450.94,0.1,0.725
2578,2023-06-09,145,2136,Alimentos,Sur,Online,10,165.99,0.25,0.408
2579,2023-06-30,766,2244,Electrónica,Este,Corporativo,16,367.73,0.0,0.722
2580,2023-02-23,212,2108,Deportes,Oeste,Retail,2,369.53,0.15,0.606
2581,2023-10-23,332,2312,Belleza,Sur,Corporativo,16,14.08,0.05,0.671
2582,2023-09-17,116,2286,Libros,Norte,Online,14,183.72,0.0,0.539
2583,2023-04-19,459,2020,Ropa,Este,Online,18,14.62,0.0,0.747
2584,2023-03-21,322,2089,Electrónica,Sur,Online,6,498.56,0.15,0.48
2585,2023-12-03,799,2295,Alimentos,Norte,Online,7,65.49,0.05,0.493
2586,2023-09-04,547,2111,Belleza,Este,Corporativo,13,273.69,,0.418
2587,2023-04-25,464,2300,Hogar,Centro,Retail,2,396.33,0.15,0.729
2588,2023-02-25,774,2076,Hogar,Este,Retail,15,104.63,0.05,0.56
2589,2023-06-29,425,2176,Deportes,Centro,Online,17,245.1,0.0,0.636
2590,2023-10-12,566,2342,Deportes,Centro,Retail,13,305.68,0.0,0.641
2591,2023-07-08,513,2147,Electrónica,Centro,Corporativo,7,84.3,0.25,0.706
2592,2023-02-28,554,2100,Libros,Oeste,Retail,1,390.38,0.05,0.633
2593,2023-05-23,685,2245,Alimentos,Oeste,Mayorista,3,153.17,0.0,0.597
2594,2023-10-21,332,2116,Electrónica,Centro,Retail,18,109.46,0.2,0.649
2595,2023-04-26,323,2091,Libros,Norte,Online,7,281.35,0.15,0.663
2596,2023-08-08,511,2400,Belleza,Centro,Retail,17,208.11,0.2,0.465
2597,2023-10-15,671,2027,Deportes,Sur,Retail,12,460.54,0.2,0.438
2598,2023-11-15,434,2424,Hogar,Centro,Retail,16,440.63,0.25,0.426
2599,2023-11-11,321,2449,Ropa,Oeste,Retail,10,244.26,0.25,0.531
2600,2023-12-12,136,2024,Belleza,Oeste,Mayorista,16,182.84,0.25,0.574
2601,2023-11-26,377,2057,Hogar,Sur,Corporativo,18,166.13,0.2,0.615
2602,2023-10-13,295,2497,Alimentos,Sur,Online,15,137.44,0.1,0.735
2603,2023-01-14,583,2296,Alimentos,Este,Online,11,274.55,0.1,0.516
2604,2023-11-08,341,2133,Hogar,Norte,Retail,18,403.46,0.2,0.666
2605,2023-12-03,423,2330,Belleza,Norte,Corporativo,6,,0.15,0.586
2606,2023-12-22,291,2248,Hogar,Norte,Retail,1,99.1,0.2,0.477
2607,2023-05-17,116,2037,Libros,Oeste,Mayorista,7,240.36,0.2,0.615
2608,2023-01-15,623,2389,Electrónica,Norte,Corporativo,12,39.17,0.25,0.739
2609,2023-04-03,500,2428,Deportes,Este,Corporativo,4,352.13,0.25,0.444
2610,2023-05-20,121,2074,Libros,Este,Corporativo,10,261.59,,0.578
2611,2023-12-26,573,2141,Ropa,Norte,Corporativo,2,250.71,0.1,0.418
2612,2023-06-08,219,2321,Hogar,Sur,Retail,9,153.72,0.2,0.512
2613,2023-06-23,309,2167,Ropa,Este,Mayorista,10,452.81,0.15,0.617
2614,2023-06-29,405,2258,Ropa,Sur,Corporativo,11,49.79,0.15,0.694
2615,2023-01-04,369,2372,Libros,Oeste,Online,14,435.56,0.25,0.656
2616,2023-04-03,786,2354,Deportes,Este,Online,3,191.47,0.25,0.562
2617,2023-03-15,384,2224,Belleza,Sur,Mayorista,1,440.91,0.2,0.718
2618,2023-10-17,775,2151,Alimentos,Norte,Online,7,365.74,0.15,0.506
2619,2023-12-03,326,2018,Electrónica,Oeste,Retail,4,56.56,0.2,0.664
2620,2023-07-25,480,2145,Alimentos,Centro,Retail,7,416.61,0.1,0.566
2621,2023-02-05,559,2447,Deportes,Centro,Mayorista,16,342.68,0.2,0.715
2622,2023-03-14,106,2240,Alimentos,Norte,Corporativo,10,20.99,0.25,0.679
2623,2023-11-21,128,2371,Hogar,Oeste,Online,15,71.18,0.0,0.716
2624,2023-01-16,132,2380,Hogar,Oeste,Online,16,319.64,0.1,0.475
2625,2023-02-16,745,2343,Libros,Oeste,Mayorista,6,332.99,0.15,0.634
2626,2023-09-29,178,2236,Ropa,Oeste,Mayorista,4,374.59,0.15,0.658
2627,2023-04-21,558,2034,Deportes,Centro,Online,4,361.52,0.25,0.66
2628,2023-07-12,669,2189,Deportes,Sur,Corporativo,4,331.46,0.25,0.576
2629,2023-08-03,637,2000,Alimentos,Oeste,Mayorista,17,384.29,0.1,0.404
2630,2023-08-21,581,2483,Libros,Sur,Retail,13,289.67,0.25,0.492
2631,2023-06-24,529,2152,Alimentos,Oeste,Online,2,134.09,0.0,0.513
2632,2023-03-22,384,2428,Alimentos,Este,Mayorista,6,456.63,0.1,0.698
2633,2023-07-09,615,2432,Deportes,Este,Mayorista,1,14.02,0.25,0.694
2634,2023-06-09,198,2125,Alimentos,Este,Mayorista,8,186.45,0.05,0.437
2635,2023-06-16,496,2490,Ropa,Oeste,Online,18,365.79,0.0,0.732
2636,2023-10-18,588,2481,Alimentos,Sur,Retail,4,216.44,0.1,0.464
2637,2023-11-02,138,2344,Ropa,Centro,Retail,5,17.29,0.05,0.545
2638,2023-02-13,370,2399,Deportes,Norte,Online,5,37.66,,0.475
2639,2023-01-27,256,2225,Libros,Centro,Mayorista,15,326.08,0.0,0.701
2640,2023-03-21,174,2220,Hogar,Oeste,Online,10,482.61,0.2,0.662
2641,2023-03-22,229,2402,Ropa,Este,Online,8,278.17,0.05,0.524
2642,2023-11-13,786,2406,Libros,Este,Mayorista,7,255.85,0.15,0.639
2643,2023-01-26,183,2210,Libros,Sur,Online,12,162.57,0.15,0.465
2644,2023-12-12,121,2024,Ropa,Oeste,Corporativo,11,132.06,0.25,0.534
2645,2023-02-11,558,2015,Deportes,Centro,Retail,13,15.39,0.15,0.532
2646,2023-05-20,638,2181,Electrónica,Oeste,Corporativo,15,140.11,,0.483
2647,2023-08-15,481,2498,Libros,Oeste,Corporativo,17,227.31,0.0,0.707
2648,2023-12-05,539,2328,Libros,Este,Corporativo,18,102.99,0.2,0.638
2649,2023-08-06,703,2128,Deportes,Centro,Online,8,48.24,0.2,0.498
2650,2023-09-06,120,2041,Deportes,Norte,Mayorista,6,360.28,0.15,0.485
2651,2023-11-07,402,2402,Alimentos,Este,Online,11,447.84,0.2,0.406
2652,2023-08-15,183,2480,Deportes,Centro,Retail,9,468.7,0.05,0.521
2653,2023-08-01,758,2417,Libros,Sur,Online,5,310.91,0.1,0.584
2654,2023-05-20,552,2335,Ropa,Este,Online,7,31.12,0.1,0.497
2655,2023-04-21,486,2235,Electrónica,Sur,Online,15,371.73,0.1,0.645
2656,2023-09-20,606,2359,Belleza,Este,Online,4,59.5,0.25,0.544
2657,2023-02-28,356,2438,Alimentos,Oeste,Corporativo,19,336.53,0.15,0.511
2658,2023-06-26,669,2401,Belleza,Centro,Mayorista,13,390.79,0.15,0.729
2659,2023-08-09,626,2033,Ropa,Sur,Retail,1,364.3,0.1,0.492
2660,2023-02-26,261,2344,Electrónica,Este,Retail,1,476.18,0.0,0.539
2661,2023-05-26,262,2380,Electrónica,Sur,Retail,14,370.38,0.25,0.534
2662,2023-12-14,623,2044,Electrónica,Este,Online,9,348.14,0.1,0.484
2663,2023-12-14,370,2133,Hogar,Este,Retail,12,134.56,0.2,0.476
2664,2023-10-31,591,2020,Ropa,Norte,Corporativo,18,462.76,,0.506
2665,2023-09-07,307,2121,Alimentos,Norte,Mayorista,9,93.87,0.1,0.702
2666,2023-09-27,638,2069,Alimentos,Norte,Online,8,452.92,0.0,0.668
2667,2023-12-08,683,2351,Electrónica,Sur,Online,14,159.77,0.15,0.638
2668,2023-06-07,159,2360,Ropa,Oeste,Corporativo,9,69.43,0.15,0.56
2669,2023-01-24,529,2047,Hogar,Este,Retail,2,414.21,0.2,0.578
2670,2023-04-23,756,2490,Electrónica,Centro,Online,1,6.24,0.1,0.493
2671,2023-07-22,704,2038,Deportes,Norte,Online,13,416.88,0.05,0.426
2672,2023-11-03,408,2286,Belleza,Sur,Corporativo,10,134.84,,0.516
2673,2023-01-29,619,2489,Alimentos,Sur,Corporativo,8,442.94,0.15,0.573
2674,2023-01-04,690,2009,Belleza,Sur,Retail,7,347.28,0.0,0.42
2675,2023-04-15,126,2029,Libros,Centro,Mayorista,12,334.76,0.15,0.431
2676,2023-06-04,785,2243,Electrónica,Centro,Mayorista,17,185.83,0.15,0.492
2677,2023-04-19,661,2273,Deportes,Norte,Retail,12,34.4,0.0,0.528
2678,2023-03-12,298,2443,Alimentos,Centro,Mayorista,16,415.89,0.1,0.538
2679,2023-05-11,486,2087,Belleza,Norte,Corporativo,10,89.6,0.1,0.441
2680,2023-05-29,448,2243,Hogar,Centro,Corporativo,12,189.27,0.15,0.479
2681,2023-06-17,792,2380,Ropa,Centro,Corporativo,11,302.18,0.2,0.492
2682,2023-03-03,635,2328,Alimentos,Centro,Mayorista,14,243.72,0.05,0.424
2683,2023-01-04,477,2478,Belleza,Norte,Mayorista,13,103.34,0.2,0.514
2684,2023-09-12,657,2014,Ropa,Este,Online,2,74.61,0.25,0.425
2685,2023-08-09,626,2003,Belleza,Norte,Online,7,66.01,0.2,0.646
2686,2023-03-31,252,2190,Ropa,Este,Online,1,432.19,0.15,0.535
2687,2023-03-08,305,2167,Hogar,Sur,Mayorista,3,20.62,0.15,0.514
2688,2023-07-14,554,2008,Hogar,Sur,Online,12,488.62,0.05,0.444
2689,2023-09-30,372,2108,Electrónica,Norte,Corporativo,5,103.27,0.05,0.479
2690,2023-12-27,335,2136,Electrónica,Este,Mayorista,12,59.61,0.05,0.481
2691,2023-04-28,620,2153,Alimentos,Este,Retail,3,290.6,0.15,0.745
2692,2023-09-14,777,2387,Hogar,Este,Mayorista,5,44.59,0.15,0.692
2693,2023-10-14,600,2208,Deportes,Sur,Online,1,303.21,0.2,0.405
2694,2023-12-09,216,2271,Belleza,Norte,Mayorista,16,426.06,0.15,0.616
2695,2023-07-01,485,2142,Belleza,Oeste,Online,9,,0.25,0.49
2696,2023-02-06,443,2098,Belleza,Este,Online,10,400.93,0.1,0.437
2697,2023-07-23,683,2376,Alimentos,Este,Retail,10,200.27,0.1,0.647
2698,2023-01-22,494,2307,Belleza,Oeste,Retail,13,83.95,0.05,0.446
2699,2023-08-12,163,2068,Libros,Norte,Corporativo,16,92.17,0.15,0.555
2700,2023-01-10,171,2246,Ropa,Este,Online,4,459.79,0.25,0.621
2701,2023-08-24,373,2260,Belleza,Norte,Mayorista,14,59.75,0.1,0.594
2702,2023-02-09,419,2275,Ropa,Este,Retail,17,434.06,0.2,0.742
2703,2023-06-10,437,2078,Electrónica,Centro,Retail,5,274.4,0.0,0.675
2704,2023-10-22,465,2145,Belleza,Este,Online,13,24.33,0.2,0.671
2705,2023-08-08,594,2110,Deportes,Centro,Mayorista,3,234.92,0.0,0.524
2706,2023-10-21,706,2257,Hogar,Norte,Retail,5,409.64,0.25,0.403
2707,2023-07-27,265,2092,Hogar,Este,Retail,16,364.47,0.2,0.657
2708,2023-12-30,643,2012,Electrónica,Sur,Mayorista,19,246.95,0.1,0.75
2709,2023-11-24,110,2259,Libros,Sur,Retail,19,430.72,0.15,0.542
2710,2023-08-02,400,2425,Alimentos,Oeste,Mayorista,17,64.58,0.0,0.745
2711,2023-05-29,201,2108,Alimentos,Sur,Online,18,455.42,0.15,0.45
2712,2023-02-28,524,2329,Deportes,Centro,Retail,18,423.99,0.25,0.504
2713,2023-07-27,491,2188,Electrónica,Sur,Online,8,355.6,0.15,0.46
2714,2023-01-11,313,2094,Electrónica,Sur,Mayorista,18,409.85,0.1,0.566
2715,2023-06-16,790,2104,Libros,Sur,Online,9,274.19,0.25,0.679
2716,2023-03-29,187,2007,Belleza,Este,Online,19,339.21,0.05,0.519
